Name,Age,Gender,Height_cm,Weight_kg,Fitness_Goals,Fitness_Level,Days_Available,Time_per_Session_mins,Exercise_Preferences,Gym_Equipment,plan
Sarah,29,Male,171,73,Lose weight and improve overall fitness,Intermediate,3 days a week,61,Cardio and bodyweight exercises,"Treadmill, resistance bands",2
Emily,34,Male,175,75,Enhance flexibility and reduce stress,Beginner,5 days a week,60,Yoga and Pilates,"Stationary bike, treadmill",1
John,25,Female,162,55,Build muscle and increase strength,Intermediate,3 days a week,30,"Free weights, compound exercises","Bench press, squat rack",2
Emily,33,Female,174,85,Enhance flexibility and reduce stress,Advanced,3 days a week,85,Yoga and Pilates,"Yoga mat, resistance bands",1
Michael,35,Male,179,79,Enhance flexibility and reduce stress,Advanced,5 days a week,67,"Cardio, running, cycling","Stationary bike, treadmill",2
Sarah,25,Female,163,55,Lose weight and improve overall fitness,Intermediate,3 days a week,30,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
John,33,Male,178,83,Lose weight and improve overall fitness,Advanced,5 days a week,75,Cardio and bodyweight exercises,"Bench press, squat rack",1
Emily,35,Male,176,81,Enhance flexibility and reduce stress,Beginner,5 days a week,73,Yoga and Pilates,"Yoga mat, resistance bands",1
Emily,38,Male,185,84,Gain endurance and boost cardiovascular health,Intermediate,3 days a week,80,Yoga and Pilates,"Yoga mat, resistance bands",2
Michael,33,Male,176,71,Gain endurance and boost cardiovascular health,Intermediate,3 days a week,58,"Cardio, running, cycling","Stationary bike, treadmill",1
Michael,32,Male,174,77,Gain endurance and boost cardiovascular health,Advanced,3 days a week,67,"Cardio, running, cycling","Stationary bike, treadmill",1
Sarah,33,Male,179,79,Lose weight and improve overall fitness,Advanced,3 days a week,69,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
David,29,Female,163,66,Maintain overall health and well-being,Advanced,3 days a week,49,"Varied, including strength and cardio",Full gym access,2
Michael,33,Male,176,81,Gain endurance and boost cardiovascular health,Advanced,3 days a week,75,"Cardio, running, cycling","Stationary bike, treadmill",2
David,40,Male,185,90,Maintain overall health and well-being,Intermediate,5 days a week,90,"Varied, including strength and cardio",Full gym access,1
David,33,Male,172,57,Maintain overall health and well-being,Advanced,3 days a week,30,"Varied, including strength and cardio",Full gym access,2
Emily,35,Male,178,76,Enhance flexibility and reduce stress,Advanced,5 days a week,64,Yoga and Pilates,"Yoga mat, resistance bands",2
Michael,26,Female,161,55,Gain endurance and boost cardiovascular health,Advanced,3 days a week,30,"Cardio, running, cycling","Stationary bike, treadmill",1
David,40,Male,185,90,Maintain overall health and well-being,Advanced,5 days a week,89,"Varied, including strength and cardio",Full gym access,2
Sarah,25,Female,160,55,Lose weight and improve overall fitness,Advanced,3 days a week,30,"Free weights, compound exercises","Treadmill, resistance bands",2
John,25,Male,163,55,Build muscle and increase strength,Advanced,3 days a week,30,"Free weights, compound exercises","Bench press, squat rack",2
Emily,40,Male,185,90,Enhance flexibility and reduce stress,Intermediate,5 days a week,90,Yoga and Pilates,"Yoga mat, resistance bands",1
John,25,Female,163,63,Build muscle and increase strength,Intermediate,3 days a week,48,"Free weights, compound exercises","Bench press, squat rack",1
Emily,34,Male,177,61,Enhance flexibility and reduce stress,Advanced,3 days a week,35,Yoga and Pilates,"Yoga mat, resistance bands",1
Emily,25,Female,160,55,Enhance flexibility and reduce stress,Advanced,3 days a week,30,"Cardio, running, cycling","Stationary bike, treadmill",1
David,28,Female,164,64,Enhance flexibility and reduce stress,Intermediate,3 days a week,49,Yoga and Pilates,"Yoga mat, resistance bands",2
Michael,37,Male,184,87,Gain endurance and boost cardiovascular health,Intermediate,3 days a week,85,"Cardio, running, cycling","Stationary bike, treadmill",2
Sarah,25,Female,160,55,Lose weight and improve overall fitness,Advanced,3 days a week,30,"Free weights, compound exercises","Bench press, squat rack",1
Michael,33,Male,178,68,Gain endurance and boost cardiovascular health,Intermediate,3 days a week,52,"Cardio, running, cycling","Stationary bike, treadmill",2
Sarah,31,Male,172,75,Lose weight and improve overall fitness,Beginner,5 days a week,59,Cardio and bodyweight exercises,"Treadmill, resistance bands",2
John,28,Male,168,68,Build muscle and increase strength,Advanced,3 days a week,49,"Free weights, compound exercises","Bench press, squat rack",1
Michael,31,Male,173,67,Gain endurance and boost cardiovascular health,Intermediate,3 days a week,52,"Cardio, running, cycling","Stationary bike, treadmill",2
Sarah,27,Female,164,61,Lose weight and improve overall fitness,Beginner,3 days a week,33,Cardio and bodyweight exercises,"Bench press, squat rack",2
John,25,Female,160,57,Build muscle and increase strength,Advanced,3 days a week,30,"Free weights, compound exercises","Bench press, squat rack",2
David,40,Male,185,90,Maintain overall health and well-being,Advanced,5 days a week,90,"Varied, including strength and cardio",Full gym access,2
David,37,Male,177,72,Maintain overall health and well-being,Advanced,5 days a week,54,"Varied, including strength and cardio",Full gym access,1
John,25,Female,160,61,Build muscle and increase strength,Intermediate,3 days a week,43,"Free weights, compound exercises","Bench press, squat rack",2
Michael,31,Female,170,83,Gain endurance and boost cardiovascular health,Beginner,5 days a week,75,"Cardio, running, cycling","Treadmill, resistance bands",2
Emily,35,Male,176,64,Maintain overall health and well-being,Beginner,5 days a week,38,"Varied, including strength and cardio","Yoga mat, resistance bands",2
Emily,25,Female,160,55,Enhance flexibility and reduce stress,Beginner,3 days a week,30,Yoga and Pilates,"Yoga mat, resistance bands",1
Emily,33,Male,175,77,Gain endurance and boost cardiovascular health,Intermediate,3 days a week,69,"Cardio, running, cycling","Yoga mat, resistance bands",1
Sarah,37,Male,184,89,Lose weight and improve overall fitness,Beginner,5 days a week,82,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
Sarah,29,Male,170,79,Lose weight and improve overall fitness,Intermediate,3 days a week,75,Cardio and bodyweight exercises,"Treadmill, resistance bands",2
Sarah,37,Male,185,90,Lose weight and improve overall fitness,Advanced,5 days a week,90,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
David,27,Female,160,55,Maintain overall health and well-being,Intermediate,3 days a week,30,Yoga and Pilates,Full gym access,1
Michael,29,Female,167,65,Gain endurance and boost cardiovascular health,Beginner,3 days a week,43,"Cardio, running, cycling","Stationary bike, treadmill",1
Michael,28,Female,165,62,Gain endurance and boost cardiovascular health,Advanced,3 days a week,39,"Cardio, running, cycling","Treadmill, resistance bands",1
Michael,30,Female,169,74,Gain endurance and boost cardiovascular health,Advanced,3 days a week,62,"Cardio, running, cycling","Stationary bike, treadmill",2
John,32,Male,178,87,Build muscle and increase strength,Intermediate,3 days a week,88,"Free weights, compound exercises","Bench press, squat rack",1
Emily,29,Female,168,65,Gain endurance and boost cardiovascular health,Intermediate,3 days a week,53,"Cardio, running, cycling","Yoga mat, resistance bands",1
Michael,35,Male,181,77,Gain endurance and boost cardiovascular health,Intermediate,3 days a week,66,"Cardio, running, cycling","Stationary bike, treadmill",1
Emily,36,Male,178,90,Enhance flexibility and reduce stress,Advanced,5 days a week,90,Yoga and Pilates,"Yoga mat, resistance bands",1
John,31,Male,177,77,Build muscle and increase strength,Advanced,3 days a week,66,"Free weights, compound exercises","Bench press, squat rack",1
Michael,31,Male,172,69,Gain endurance and boost cardiovascular health,Advanced,3 days a week,52,"Cardio, running, cycling","Treadmill, resistance bands",2
David,33,Female,171,65,Maintain overall health and well-being,Intermediate,3 days a week,47,"Varied, including strength and cardio",Full gym access,2
Emily,37,Male,182,81,Enhance flexibility and reduce stress,Advanced,5 days a week,72,Yoga and Pilates,"Yoga mat, resistance bands",1
Emily,31,Female,170,65,Enhance flexibility and reduce stress,Advanced,3 days a week,44,Yoga and Pilates,"Yoga mat, resistance bands",2
Emily,37,Male,178,75,Maintain overall health and well-being,Beginner,5 days a week,56,"Varied, including strength and cardio","Yoga mat, resistance bands",2
John,25,Female,160,55,Build muscle and increase strength,Advanced,3 days a week,30,"Free weights, compound exercises","Bench press, squat rack",2
Emily,37,Male,182,82,Enhance flexibility and reduce stress,Intermediate,3 days a week,77,Yoga and Pilates,"Yoga mat, resistance bands",2
Emily,37,Male,183,82,Gain endurance and boost cardiovascular health,Intermediate,3 days a week,77,Yoga and Pilates,"Yoga mat, resistance bands",2
Sarah,33,Male,178,78,Lose weight and improve overall fitness,Advanced,3 days a week,69,Cardio and bodyweight exercises,"Treadmill, resistance bands",2
Emily,32,Male,173,68,Enhance flexibility and reduce stress,Advanced,3 days a week,50,Yoga and Pilates,"Yoga mat, resistance bands",1
Sarah,30,Male,174,73,Lose weight and improve overall fitness,Intermediate,3 days a week,60,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
Sarah,32,Male,174,80,Lose weight and improve overall fitness,Advanced,3 days a week,70,Cardio and bodyweight exercises,"Treadmill, resistance bands",2
Michael,32,Male,174,70,Gain endurance and boost cardiovascular health,Advanced,3 days a week,52,"Cardio, running, cycling","Stationary bike, treadmill",2
Sarah,36,Male,185,81,Lose weight and improve overall fitness,Intermediate,3 days a week,74,"Cardio, running, cycling","Treadmill, resistance bands",1
Michael,26,Female,162,59,Lose weight and improve overall fitness,Advanced,3 days a week,37,Cardio and bodyweight exercises,"Treadmill, resistance bands",2
David,37,Male,178,72,Maintain overall health and well-being,Advanced,5 days a week,56,"Varied, including strength and cardio",Full gym access,2
David,40,Male,185,90,Maintain overall health and well-being,Advanced,5 days a week,90,"Varied, including strength and cardio",Full gym access,1
John,26,Female,164,72,Build muscle and increase strength,Advanced,3 days a week,58,"Free weights, compound exercises","Bench press, squat rack",2
Emily,28,Female,165,55,Enhance flexibility and reduce stress,Advanced,3 days a week,30,"Cardio, running, cycling","Stationary bike, treadmill",2
Michael,31,Male,171,74,Gain endurance and boost cardiovascular health,Advanced,3 days a week,63,"Cardio, running, cycling","Stationary bike, treadmill",1
Michael,31,Female,169,75,Gain endurance and boost cardiovascular health,Beginner,3 days a week,62,"Cardio, running, cycling","Stationary bike, treadmill",1
David,40,Male,185,89,Maintain overall health and well-being,Advanced,5 days a week,86,"Varied, including strength and cardio",Full gym access,2
Michael,40,Male,185,90,Gain endurance and boost cardiovascular health,Advanced,5 days a week,90,Yoga and Pilates,"Stationary bike, treadmill",1
Michael,29,Female,168,73,Lose weight and improve overall fitness,Advanced,3 days a week,59,Cardio and bodyweight exercises,"Treadmill, resistance bands",2
Emily,32,Female,169,69,Enhance flexibility and reduce stress,Beginner,5 days a week,52,Yoga and Pilates,"Yoga mat, resistance bands",1
Michael,30,Female,169,70,Gain endurance and boost cardiovascular health,Advanced,3 days a week,55,"Cardio, running, cycling","Stationary bike, treadmill",2
David,37,Male,178,74,Maintain overall health and well-being,Advanced,5 days a week,61,"Varied, including strength and cardio",Full gym access,1
Sarah,33,Male,178,80,Lose weight and improve overall fitness,Advanced,3 days a week,71,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
David,35,Male,178,65,Maintain overall health and well-being,Advanced,5 days a week,43,"Varied, including strength and cardio",Full gym access,1
David,31,Female,169,68,Enhance flexibility and reduce stress,Advanced,3 days a week,52,Yoga and Pilates,"Yoga mat, resistance bands",2
Sarah,34,Male,181,90,Lose weight and improve overall fitness,Advanced,3 days a week,89,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
David,39,Male,183,78,Maintain overall health and well-being,Intermediate,5 days a week,69,"Varied, including strength and cardio",Full gym access,2
Sarah,33,Male,176,87,Lose weight and improve overall fitness,Beginner,5 days a week,80,Cardio and bodyweight exercises,"Bench press, squat rack",1
Michael,31,Female,170,78,Gain endurance and boost cardiovascular health,Beginner,5 days a week,66,"Cardio, running, cycling","Treadmill, resistance bands",2
David,36,Male,178,77,Maintain overall health and well-being,Advanced,5 days a week,65,"Varied, including strength and cardio",Full gym access,1
John,27,Male,168,66,Build muscle and increase strength,Advanced,3 days a week,47,"Free weights, compound exercises","Bench press, squat rack",1
Emily,26,Female,160,61,Enhance flexibility and reduce stress,Advanced,3 days a week,38,"Cardio, running, cycling","Stationary bike, treadmill",2
Emily,30,Female,167,78,Gain endurance and boost cardiovascular health,Advanced,3 days a week,71,"Cardio, running, cycling","Stationary bike, treadmill",2
Emily,30,Female,167,66,Enhance flexibility and reduce stress,Beginner,3 days a week,46,Yoga and Pilates,"Stationary bike, treadmill",2
Emily,30,Female,165,71,Enhance flexibility and reduce stress,Advanced,3 days a week,58,Yoga and Pilates,"Yoga mat, resistance bands",1
Michael,30,Female,168,73,Gain endurance and boost cardiovascular health,Beginner,3 days a week,60,"Cardio, running, cycling","Treadmill, resistance bands",2
Michael,34,Male,180,83,Lose weight and improve overall fitness,Intermediate,3 days a week,80,"Cardio, running, cycling","Stationary bike, treadmill",2
Emily,28,Female,165,57,Gain endurance and boost cardiovascular health,Advanced,3 days a week,31,"Cardio, running, cycling","Stationary bike, treadmill",1
Michael,28,Female,164,63,Enhance flexibility and reduce stress,Beginner,3 days a week,39,"Cardio, running, cycling","Stationary bike, treadmill",1
Emily,38,Male,185,86,Gain endurance and boost cardiovascular health,Intermediate,3 days a week,84,Yoga and Pilates,"Yoga mat, resistance bands",2
Sarah,25,Female,162,55,Lose weight and improve overall fitness,Intermediate,3 days a week,30,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
David,29,Female,163,57,Maintain overall health and well-being,Advanced,3 days a week,30,Yoga and Pilates,"Yoga mat, resistance bands",2
Sarah,27,Female,165,66,Lose weight and improve overall fitness,Beginner,3 days a week,45,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
David,28,Female,160,63,Maintain overall health and well-being,Beginner,3 days a week,43,Yoga and Pilates,"Yoga mat, resistance bands",2
David,40,Male,185,90,Maintain overall health and well-being,Advanced,5 days a week,90,"Varied, including strength and cardio",Full gym access,1
Michael,27,Female,161,62,Gain endurance and boost cardiovascular health,Advanced,3 days a week,40,"Cardio, running, cycling","Stationary bike, treadmill",1
David,38,Female,177,61,Maintain overall health and well-being,Intermediate,3 days a week,40,"Varied, including strength and cardio",Full gym access,1
Sarah,28,Female,168,72,Lose weight and improve overall fitness,Intermediate,3 days a week,62,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
Emily,35,Male,177,79,Enhance flexibility and reduce stress,Advanced,5 days a week,69,Yoga and Pilates,"Stationary bike, treadmill",1
Michael,39,Male,185,90,Gain endurance and boost cardiovascular health,Advanced,5 days a week,90,"Cardio, running, cycling","Stationary bike, treadmill",2
David,35,Female,175,70,Maintain overall health and well-being,Intermediate,3 days a week,58,"Varied, including strength and cardio",Full gym access,1
David,38,Male,182,73,Maintain overall health and well-being,Advanced,5 days a week,54,"Varied, including strength and cardio",Full gym access,2
Michael,30,Female,170,69,Gain endurance and boost cardiovascular health,Advanced,3 days a week,52,"Cardio, running, cycling","Stationary bike, treadmill",2
Michael,37,Male,184,84,Gain endurance and boost cardiovascular health,Advanced,5 days a week,78,"Cardio, running, cycling","Stationary bike, treadmill",2
Sarah,30,Male,171,68,Lose weight and improve overall fitness,Advanced,3 days a week,50,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
Emily,40,Male,185,90,Maintain overall health and well-being,Advanced,5 days a week,90,"Varied, including strength and cardio",Full gym access,2
Emily,25,Female,160,55,Gain endurance and boost cardiovascular health,Advanced,3 days a week,30,"Cardio, running, cycling","Stationary bike, treadmill",2
Michael,38,Male,185,90,Gain endurance and boost cardiovascular health,Advanced,5 days a week,90,"Cardio, running, cycling","Stationary bike, treadmill",2
Michael,34,Male,180,73,Gain endurance and boost cardiovascular health,Intermediate,3 days a week,59,"Cardio, running, cycling","Stationary bike, treadmill",1
John,30,Male,174,80,Build muscle and increase strength,Advanced,3 days a week,73,"Free weights, compound exercises","Bench press, squat rack",2
David,37,Male,179,79,Maintain overall health and well-being,Intermediate,3 days a week,72,"Varied, including strength and cardio",Full gym access,2
Emily,29,Female,166,57,Enhance flexibility and reduce stress,Advanced,3 days a week,30,Yoga and Pilates,"Stationary bike, treadmill",2
Emily,26,Female,160,55,Enhance flexibility and reduce stress,Advanced,3 days a week,30,Yoga and Pilates,"Yoga mat, resistance bands",2
Emily,38,Male,185,81,Enhance flexibility and reduce stress,Intermediate,3 days a week,76,Yoga and Pilates,"Yoga mat, resistance bands",1
Michael,36,Male,182,87,Gain endurance and boost cardiovascular health,Advanced,5 days a week,83,"Cardio, running, cycling","Stationary bike, treadmill",1
Emily,37,Male,181,82,Enhance flexibility and reduce stress,Advanced,5 days a week,74,Yoga and Pilates,"Yoga mat, resistance bands",2
Sarah,25,Female,160,55,Build muscle and increase strength,Intermediate,3 days a week,30,"Free weights, compound exercises","Bench press, squat rack",1
Emily,32,Female,170,74,Enhance flexibility and reduce stress,Advanced,3 days a week,62,Yoga and Pilates,"Yoga mat, resistance bands",1
Sarah,36,Male,185,90,Build muscle and increase strength,Intermediate,3 days a week,90,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
Emily,37,Male,180,66,Maintain overall health and well-being,Beginner,5 days a week,39,"Varied, including strength and cardio","Yoga mat, resistance bands",2
David,36,Male,180,79,Maintain overall health and well-being,Advanced,5 days a week,70,"Varied, including strength and cardio",Full gym access,2
David,34,Female,169,58,Maintain overall health and well-being,Beginner,5 days a week,30,"Varied, including strength and cardio",Full gym access,2
Michael,29,Female,167,62,Gain endurance and boost cardiovascular health,Beginner,3 days a week,38,"Cardio, running, cycling","Stationary bike, treadmill",2
Sarah,35,Male,180,88,Lose weight and improve overall fitness,Advanced,3 days a week,87,Cardio and bodyweight exercises,"Treadmill, resistance bands",2
David,37,Male,179,84,Maintain overall health and well-being,Advanced,5 days a week,79,"Varied, including strength and cardio","Yoga mat, resistance bands",2
Michael,28,Female,167,66,Lose weight and improve overall fitness,Advanced,3 days a week,49,Cardio and bodyweight exercises,"Treadmill, resistance bands",2
Sarah,32,Male,178,74,Build muscle and increase strength,Intermediate,3 days a week,64,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
Emily,31,Female,170,73,Gain endurance and boost cardiovascular health,Intermediate,3 days a week,63,"Cardio, running, cycling","Yoga mat, resistance bands",1
Emily,28,Female,164,65,Enhance flexibility and reduce stress,Advanced,3 days a week,47,Yoga and Pilates,"Yoga mat, resistance bands",1
Emily,34,Male,176,72,Enhance flexibility and reduce stress,Intermediate,3 days a week,59,Yoga and Pilates,"Yoga mat, resistance bands",2
David,40,Male,185,84,Maintain overall health and well-being,Advanced,5 days a week,78,"Varied, including strength and cardio",Full gym access,1
Michael,34,Male,179,77,Lose weight and improve overall fitness,Intermediate,3 days a week,69,"Cardio, running, cycling","Stationary bike, treadmill",1
John,26,Male,169,75,Build muscle and increase strength,Intermediate,3 days a week,66,"Free weights, compound exercises","Bench press, squat rack",2
Emily,33,Female,172,76,Enhance flexibility and reduce stress,Beginner,5 days a week,64,Yoga and Pilates,"Stationary bike, treadmill",1
Sarah,27,Female,165,65,Lose weight and improve overall fitness,Advanced,3 days a week,45,Cardio and bodyweight exercises,"Bench press, squat rack",2
Michael,32,Male,174,82,Gain endurance and boost cardiovascular health,Advanced,3 days a week,77,"Cardio, running, cycling","Stationary bike, treadmill",2
David,40,Male,185,87,Maintain overall health and well-being,Intermediate,5 days a week,83,"Varied, including strength and cardio",Full gym access,2
Michael,30,Female,169,70,Gain endurance and boost cardiovascular health,Advanced,3 days a week,54,"Cardio, running, cycling","Stationary bike, treadmill",2
Sarah,26,Female,164,65,Lose weight and improve overall fitness,Advanced,3 days a week,45,Cardio and bodyweight exercises,"Treadmill, resistance bands",2
David,40,Male,185,90,Maintain overall health and well-being,Advanced,5 days a week,90,"Varied, including strength and cardio",Full gym access,2
Emily,25,Female,160,62,Enhance flexibility and reduce stress,Beginner,3 days a week,43,Yoga and Pilates,"Yoga mat, resistance bands",2
Emily,34,Male,176,77,Enhance flexibility and reduce stress,Advanced,5 days a week,64,Yoga and Pilates,"Yoga mat, resistance bands",2
Sarah,28,Male,170,78,Build muscle and increase strength,Intermediate,3 days a week,73,"Free weights, compound exercises","Bench press, squat rack",2
Michael,36,Male,182,87,Gain endurance and boost cardiovascular health,Advanced,5 days a week,84,"Cardio, running, cycling","Stationary bike, treadmill",2
Sarah,33,Male,178,86,Lose weight and improve overall fitness,Advanced,3 days a week,84,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
Michael,37,Male,183,77,Enhance flexibility and reduce stress,Advanced,5 days a week,63,Yoga and Pilates,"Stationary bike, treadmill",2
David,40,Male,185,88,Maintain overall health and well-being,Intermediate,5 days a week,84,"Varied, including strength and cardio",Full gym access,1
Emily,35,Male,177,83,Enhance flexibility and reduce stress,Advanced,3 days a week,79,Yoga and Pilates,"Yoga mat, resistance bands",2
Michael,31,Male,171,66,Gain endurance and boost cardiovascular health,Advanced,5 days a week,44,"Cardio, running, cycling","Stationary bike, treadmill",2
Emily,36,Male,180,81,Enhance flexibility and reduce stress,Advanced,5 days a week,73,Yoga and Pilates,"Stationary bike, treadmill",1
John,27,Male,167,69,Build muscle and increase strength,Advanced,3 days a week,52,"Free weights, compound exercises","Bench press, squat rack",2
Emily,40,Male,185,85,Enhance flexibility and reduce stress,Intermediate,5 days a week,80,Yoga and Pilates,"Yoga mat, resistance bands",1
John,32,Male,178,87,Build muscle and increase strength,Advanced,3 days a week,85,"Free weights, compound exercises","Bench press, squat rack",1
Michael,34,Male,181,80,Lose weight and improve overall fitness,Intermediate,3 days a week,76,"Cardio, running, cycling","Stationary bike, treadmill",1
Emily,32,Male,172,73,Enhance flexibility and reduce stress,Advanced,3 days a week,61,"Cardio, running, cycling","Stationary bike, treadmill",2
Michael,31,Male,171,81,Lose weight and improve overall fitness,Advanced,3 days a week,77,Cardio and bodyweight exercises,"Treadmill, resistance bands",2
Sarah,28,Male,168,73,Build muscle and increase strength,Intermediate,3 days a week,63,"Free weights, compound exercises","Treadmill, resistance bands",2
Sarah,27,Female,167,67,Lose weight and improve overall fitness,Advanced,3 days a week,50,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
David,40,Male,185,82,Maintain overall health and well-being,Advanced,5 days a week,75,"Varied, including strength and cardio",Full gym access,1
Emily,40,Male,184,90,Maintain overall health and well-being,Beginner,5 days a week,90,"Varied, including strength and cardio","Yoga mat, resistance bands",1
John,27,Male,176,85,Build muscle and increase strength,Intermediate,3 days a week,83,"Free weights, compound exercises","Bench press, squat rack",2
Emily,30,Female,169,60,Enhance flexibility and reduce stress,Intermediate,3 days a week,36,Yoga and Pilates,"Yoga mat, resistance bands",1
Sarah,25,Female,160,66,Lose weight and improve overall fitness,Advanced,3 days a week,50,Cardio and bodyweight exercises,"Bench press, squat rack",1
Michael,25,Female,160,55,Gain endurance and boost cardiovascular health,Advanced,3 days a week,30,Cardio and bodyweight exercises,"Stationary bike, treadmill",2
Sarah,26,Female,164,64,Lose weight and improve overall fitness,Advanced,3 days a week,44,Cardio and bodyweight exercises,"Bench press, squat rack",2
John,26,Male,167,66,Build muscle and increase strength,Intermediate,3 days a week,50,"Free weights, compound exercises","Bench press, squat rack",1
David,40,Male,185,88,Maintain overall health and well-being,Advanced,5 days a week,85,"Varied, including strength and cardio",Full gym access,1
Sarah,25,Female,161,64,Lose weight and improve overall fitness,Advanced,3 days a week,47,Cardio and bodyweight exercises,"Treadmill, resistance bands",2
Michael,33,Male,175,80,Gain endurance and boost cardiovascular health,Beginner,5 days a week,71,"Cardio, running, cycling","Stationary bike, treadmill",2
Michael,36,Male,183,75,Gain endurance and boost cardiovascular health,Intermediate,3 days a week,63,"Cardio, running, cycling","Stationary bike, treadmill",2
Michael,32,Male,177,79,Lose weight and improve overall fitness,Intermediate,3 days a week,75,Cardio and bodyweight exercises,"Stationary bike, treadmill",1
Michael,26,Female,162,55,Gain endurance and boost cardiovascular health,Advanced,3 days a week,30,"Cardio, running, cycling","Stationary bike, treadmill",2
Sarah,35,Male,183,85,Lose weight and improve overall fitness,Advanced,3 days a week,79,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
Emily,33,Male,175,68,Enhance flexibility and reduce stress,Intermediate,3 days a week,52,Yoga and Pilates,"Yoga mat, resistance bands",1
Sarah,31,Male,173,77,Lose weight and improve overall fitness,Advanced,3 days a week,67,Cardio and bodyweight exercises,"Treadmill, resistance bands",2
Sarah,29,Male,170,75,Lose weight and improve overall fitness,Advanced,3 days a week,65,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
Sarah,25,Female,161,57,Build muscle and increase strength,Intermediate,3 days a week,33,"Free weights, compound exercises","Bench press, squat rack",1
Michael,27,Female,164,56,Gain endurance and boost cardiovascular health,Advanced,3 days a week,30,"Cardio, running, cycling","Treadmill, resistance bands",2
Emily,25,Female,160,55,Enhance flexibility and reduce stress,Intermediate,3 days a week,30,"Cardio, running, cycling","Yoga mat, resistance bands",1
David,40,Male,185,83,Maintain overall health and well-being,Advanced,5 days a week,74,"Varied, including strength and cardio",Full gym access,2
Michael,38,Male,185,83,Gain endurance and boost cardiovascular health,Intermediate,5 days a week,76,"Cardio, running, cycling","Stationary bike, treadmill",2
John,30,Male,173,73,Build muscle and increase strength,Advanced,3 days a week,58,"Free weights, compound exercises","Bench press, squat rack",1
David,36,Male,179,71,Maintain overall health and well-being,Intermediate,3 days a week,58,"Varied, including strength and cardio",Full gym access,2
Sarah,28,Male,171,62,Build muscle and increase strength,Intermediate,3 days a week,41,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
Michael,38,Male,185,90,Gain endurance and boost cardiovascular health,Advanced,5 days a week,89,"Cardio, running, cycling","Stationary bike, treadmill",1
David,34,Female,173,70,Maintain overall health and well-being,Intermediate,3 days a week,58,"Varied, including strength and cardio",Full gym access,2
John,25,Male,166,71,Build muscle and increase strength,Advanced,3 days a week,57,"Free weights, compound exercises","Bench press, squat rack",1
Sarah,25,Female,160,56,Build muscle and increase strength,Intermediate,3 days a week,34,"Free weights, compound exercises","Bench press, squat rack",1
Michael,27,Male,167,60,Lose weight and improve overall fitness,Intermediate,3 days a week,37,Cardio and bodyweight exercises,"Treadmill, resistance bands",2
John,33,Male,178,84,Build muscle and increase strength,Advanced,3 days a week,80,Cardio and bodyweight exercises,"Bench press, squat rack",1
David,33,Male,173,70,Maintain overall health and well-being,Intermediate,3 days a week,55,Yoga and Pilates,Full gym access,2
Michael,33,Male,178,83,Lose weight and improve overall fitness,Intermediate,3 days a week,81,"Cardio, running, cycling","Stationary bike, treadmill",1
Sarah,34,Male,181,81,Lose weight and improve overall fitness,Intermediate,3 days a week,77,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
Sarah,31,Male,175,72,Lose weight and improve overall fitness,Intermediate,3 days a week,59,Cardio and bodyweight exercises,"Treadmill, resistance bands",2
John,27,Male,169,68,Build muscle and increase strength,Intermediate,3 days a week,54,"Free weights, compound exercises","Bench press, squat rack",1
Emily,40,Male,185,90,Enhance flexibility and reduce stress,Advanced,5 days a week,87,Yoga and Pilates,"Yoga mat, resistance bands",1
Emily,40,Male,185,90,Enhance flexibility and reduce stress,Advanced,5 days a week,90,Yoga and Pilates,"Yoga mat, resistance bands",2
John,25,Female,160,60,Build muscle and increase strength,Beginner,3 days a week,34,"Free weights, compound exercises","Bench press, squat rack",2
Emily,37,Male,180,83,Enhance flexibility and reduce stress,Beginner,5 days a week,75,Yoga and Pilates,"Stationary bike, treadmill",1
Sarah,25,Female,163,66,Build muscle and increase strength,Advanced,3 days a week,50,"Free weights, compound exercises","Bench press, squat rack",1
Sarah,27,Female,167,71,Build muscle and increase strength,Intermediate,3 days a week,63,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
Emily,40,Male,185,90,Enhance flexibility and reduce stress,Intermediate,5 days a week,90,"Varied, including strength and cardio","Yoga mat, resistance bands",2
Sarah,38,Male,185,90,Lose weight and improve overall fitness,Advanced,5 days a week,90,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
Michael,27,Female,164,65,Lose weight and improve overall fitness,Advanced,3 days a week,45,Cardio and bodyweight exercises,"Treadmill, resistance bands",2
